YEAR,PLAYER,POS,TEAM,FG%,PPG,RPG,APG,BLKPG
2007,Kirk Hinrich,SG,Chicago Bulls,0.448,16.6,3.4,6.3,0.3
2006,Chauncey Billups,PG,Detroit Pistons,0.418,18.5,3.1,8.6,0.1
2006,Marcus Camby,C,Denver Nuggets,0.465,12.8,11.9,2.1,3.3
2006,Tim Duncan,C,San Antonio Spurs,0.484,18.6,11,3.2,2
2006,Kevin Garnett,PF,Minnesota Timberwolves,0.526,21.8,12.7,4.1,1.4
2006,Tayshaun Prince,SF,Detroit Pistons,0.455,14.1,4.2,2.3,0.5
2005,Chauncey Billups,PG,Detroit Pistons,0.443,16.5,3.4,5.8,0.1
2005,Marcus Camby,C,Denver Nuggets,0.465,10.3,10,2.3,3
2005,Jason Kidd,PG,New Jersey Nets,0.398,14.4,7.4,8.3,0.1
2005,Andrei Kirilenko,SF,Utah Jazz,0.493,15.6,6.2,3.2,3.3
2005,Tayshaun Prince,SF,Detroit Pistons,0.487,14.7,5.3,3,0.9
2005,Dwyane Wade,G,Miami Heat,0.478,24.1,5.2,6.8,1.1
2004,Doug Christie,SG,Sacramento Kings,0.461,10.1,4,4.2,0.5
2004,Tim Duncan,C,San Antonio Spurs,0.501,22.3,12.4,3.1,2.7
2004,Jason Kidd,PG,New Jersey Nets,0.384,15.5,6.4,9.2,0.2
2004,Andrei Kirilenko,SF,Utah Jazz,0.443,16.5,8.1,3.1,2.8
2004,Theo Ratliff,C,Portland Trail Blazers,0.485,7.9,7.2,0.8,3.6
2003,Metta World Peace,SF,Indiana Pacers,0.428,15.5,5.2,2.9,0.7
2003,Bruce Bowen,SF,San Antonio Spurs,0.466,7.1,2.9,1.4,0.5
2003,Jason Kidd,PG,New Jersey Nets,0.414,18.7,6.3,8.9,0.3
2003,Shaquille O'Neal,C,Los Angeles Lakers,0.574,27.5,11.1,3.1,2.4
2003,Eric Snow,PG,Philadelphia 76ers,0.452,12.9,3.7,6.6,0.1
2002,Bruce Bowen,SF,San Antonio Spurs,0.389,7,2.7,1.5,0.4
2002,Kobe Bryant,SF,Los Angeles Lakers,0.469,25.2,5.5,5.5,0.4
2002,Doug Christie,SG,Sacramento Kings,0.46,12,4.6,4.2,0.3
2002,Dikembe Mutombo,C,Philadelphia 76ers,0.501,11.5,10.8,1,2.4
2002,Clifford Robinson,PF,Detroit Pistons,0.425,14.6,4.8,2.5,1.2
2001,Bruce Bowen,SF,Miami Heat,0.363,7.6,3,1.6,0.6
2001,P.J. Brown,PF,Charlotte Hornets,0.444,8.5,9.3,1.6,1.2
2001,Kobe Bryant,SF,Los Angeles Lakers,0.464,28.5,5.9,5,0.6
2001,Doug Christie,SG,Sacramento Kings,0.395,12.3,4.4,3.6,0.6
2001,Shaquille O'Neal,C,Los Angeles Lakers,0.572,28.7,12.7,3.7,2.8
2000,Eddie Jones,SG,Charlotte Hornets,0.427,20.1,4.8,4.2,0.7
2000,Jason Kidd,PG,Phoenix Suns,0.409,14.3,7.2,10.1,0.4
2000,Shaquille O'Neal,C,Los Angeles Lakers,0.574,29.7,13.6,3.8,3
2000,Scottie Pippen,SF,Portland Trail Blazers,0.451,12.5,6.3,5,0.5
2000,Clifford Robinson,PF,Portland Trail Blazers,0.464,18.5,4.5,2.8,0.8
1999,Mookie Blaylock,G,Atlanta Hawks,0.379,13.3,4.7,5.8,0.2
1999,P.J. Brown,PF,Miami Heat,0.48,11.4,6.9,1.3,1
1999,Eddie Jones,SG,Charlotte Hornets,0.437,15.6,3.9,3.7,1.2
1999,Dikembe Mutombo,C,Atlanta Hawks,0.512,10.8,12.2,1.1,2.9
1999,Theo Ratliff,C,Philadelphia 76ers,0.47,11.2,8.1,0.6,3
1998,Mookie Blaylock,G,Atlanta Hawks,0.392,13.2,4.9,6.7,0.3
1998,Tim Duncan,C,San Antonio Spurs,0.549,21.1,11.9,2.7,2.5
1998,Eddie Jones,SG,Los Angeles Lakers,0.484,16.9,3.8,3.1,0.7
1998,Charles Oakley,PF,New York Knicks,0.44,9,9.2,2.5,0.3
1998,David Robinson,C,San Antonio Spurs,0.511,21.6,10.6,2.7,2.6
1997,Mookie Blaylock,G,Atlanta Hawks,0.432,17.4,5.3,5.9,0.3
1997,P.J. Brown,PF,Miami Heat,0.457,9.5,8.4,1.2,1.2
1997,Anthony Mason,F,Charlotte Hornets,0.525,16.2,11.4,5.7,0.5
1997,Hakeem Olajuwon,C,Houston Rockets,0.51,23.2,9.2,3,2.2
1997,John Stockton,G,Utah Jazz,0.548,14.4,2.8,10.5,0.2
1996,Mookie Blaylock,G,Atlanta Hawks,0.405,15.7,4.1,5.9,0.2
1996,Horace Grant,C,Orlando Magic,0.513,13.4,9.2,2.7,1.2
1996,Derrick McKey,F,Indiana Pacers,0.486,11.7,4.8,3.5,0.6
1996,Hakeem Olajuwon,C,Houston Rockets,0.514,26.9,10.9,3.6,2.9
1996,Bobby Phills,F,Cleveland Cavaliers,0.467,14.6,3.6,3.8,0.4
1995,Horace Grant,C,Orlando Magic,0.567,12.8,9.7,2.3,1.2
1995,Derrick McKey,F,Indiana Pacers,0.493,13.3,4.9,3.4,0.6
1995,Dikembe Mutombo,C,Denver Nuggets,0.556,11.5,12.5,1.4,3.9
1995,John Stockton,G,Utah Jazz,0.542,14.7,3.1,12.3,0.3
1995,Nate McMillan,G,Seattle SuperSonics,0.418,5.2,3.8,5.3,0.7
1994,Horace Grant,C,Chicago Bulls,0.524,15.1,11,3.4,1.2
1994,David Robinson,C,San Antonio Spurs,0.507,29.8,10.7,4.8,3.3
1994,Dennis Rodman,F,San Antonio Spurs,0.534,4.7,17.3,2.3,0.4
1994,Latrell Sprewell,SG,Golden State Warriors,0.433,21,4.9,4.7,0.9
1994,Nate McMillan,G,Seattle SuperSonics,0.447,6,3.9,5.3,0.3
1993,Horace Grant,C,Chicago Bulls,0.508,13.2,9.5,2.6,1.2
1993,Dan Majerle,G,Phoenix Suns,0.464,16.9,4.7,3.8,0.4
1993,David Robinson,C,San Antonio Spurs,0.501,23.4,11.7,3.7,3.2
1993,John Starks,G,New York Knicks,0.428,17.5,2.6,5.1,0.2
1993,Larry Nance,F,Cleveland Cavaliers,0.549,16.5,8.7,2.9,2.6
1992,Patrick Ewing,C,New York Knicks,0.522,24,11.2,1.9,3
1992,John Stockton,G,Utah Jazz,0.482,15.8,3.3,13.7,0.3
1992,Buck Williams,F,Portland Trail Blazers,0.604,11.3,8.8,1.4,0.5
1992,Micheal Williams,G,Indiana Pacers,0.49,15,3.6,8.2,0.3
1992,Larry Nance,F,Cleveland Cavaliers,0.539,17,8.3,2.9,3
1991,Dan Majerle,G,Phoenix Suns,0.484,13.6,5.4,2.8,0.5
1991,Hakeem Olajuwon,C,Houston Rockets,0.508,21.2,13.8,2.3,3.9
1991,Scottie Pippen,SF,Chicago Bulls,0.52,17.8,7.3,6.2,1.1
1991,John Stockton,G,Utah Jazz,0.507,17.2,2.9,14.2,0.2
1991,Joe Dumars,G,Detroit Pistons,0.481,20.4,2.3,5.5,0.1
1990,David Robinson,C,San Antonio Spurs,0.531,24.3,12,2,3.9
1990,Derek Harper,G,Dallas Mavericks,0.488,18,3,7.4,0.3
1990,Rick Mahorn,F,Philadelphia 76ers,0.497,10.8,7.6,1.3,1.4
1990,Alvin Robertson,G,Milwaukee Bucks,0.503,14.2,6.9,5.5,0.2
1990,Kevin McHale,,Boston Celtics,No stats available.,,,,
1989,Patrick Ewing,C,New York Knicks,0.567,22.7,9.3,2.4,3.5
1989,A.C. Green,F,Los Angeles Lakers,0.529,13.3,9,1.3,0.7
1989,John Stockton,G,Utah Jazz,0.538,17.1,3,13.6,0.2
1989,Alvin Robertson,G,San Antonio Spurs,0.483,17.3,5.9,6,0.6
1989,Kevin McHale,,Boston Celtics,No stats available.,,,,
1988,Patrick Ewing,C,New York Knicks,0.555,20.2,8.2,1.5,3
1988,Karl Malone,PF,Utah Jazz,0.52,27.7,12,2.4,0.6
1988,Buck Williams,F,New Jersey Nets,0.56,18.3,11.9,1.6,0.6
1988,Mark Eaton,C,Utah Jazz,0.418,7,8.7,0.7,3.7
1988,Fat Lever,G,Denver Nuggets,0.473,18.9,8.1,7.8,0.3
1988,Alvin Robertson,G,San Antonio Spurs,0.465,19.6,6.1,6.8,0.8
1987,Derek Harper,G,Dallas Mavericks,0.5,16,2.6,7.9,0.3
1987,Mark Eaton,C,Utah Jazz,0.4,7.7,8.8,1.3,4.1
1987,Maurice Cheeks,,Philadelphia 76ers,No stats available.,,,,
1987,Rodney McCray,,Houston Rockets,No stats available.,,,,
1987,Paul Pressey,,Milwaukee Bucks,No stats available.,,,,
1986,Manute Bol,C,Washington Bullets,0.46,3.7,6,0.3,5
1986,Alvin Robertson,G,San Antonio Spurs,0.514,17,6.3,5.5,0.5
1986,Michael Cooper,,Los Angeles Lakers,No stats available.,,,,
1986,Bill Hanzlik,,Denver Nuggets,No stats available.,,,,
1986,Dennis Johnson,,Boston Celtics,No stats available.,,,,
1985,Hakeem Olajuwon,C,Houston Rockets,0.538,20.6,11.9,1.4,2.7
1985,Bobby Jones,SF,Philadelphia 76ers,No stats available.,,,,
1985,T.R. Dunn,,Denver Nuggets,No stats available.,,,,
1985,Dennis Johnson,,Boston Celtics,No stats available.,,,,
1985,Danny Vranes,F,Seattle SuperSonics,No stats available.,,,,
1984,Larry Bird,,Boston Celtics,No stats available.,,,,
1984,Kareem Abdul-Jabbar,,Los Angeles Lakers,No stats available.,,,,
1984,T.R. Dunn,,Denver Nuggets,No stats available.,,,,
1984,Dennis Johnson,,Boston Celtics,No stats available.,,,,
1984,Danny Roundfield,,Atlanta Hawks,No stats available.,,,,
1983,Larry Bird,,Boston Celtics,No stats available.,,,,
1983,Tree Rollins,C,Atlanta Hawks,No stats available.,,,,
1983,Kevin McHale,,Boston Celtics,No stats available.,,,,
1983,Michael Cooper,,Los Angeles Lakers,No stats available.,,,,
1983,T.R. Dunn,,Denver Nuggets,No stats available.,,,,
1982,Larry Bird,,Boston Celtics,No stats available.,,,,
1982,Quinn Buckner,,Milwaukee Bucks,No stats available.,,,,
1982,Sidney Moncrief,G,Milwaukee Bucks,No stats available.,,,,
1982,Lonnie Shelton,FC,Seattle SuperSonics,No stats available.,,,,
1982,Jack Sikma,,Seattle SuperSonics,No stats available.,,,,
1981,Dudley Bradley,,Indiana Pacers,No stats available.,,,,
1981,Quinn Buckner,,Milwaukee Bucks,No stats available.,,,,
1981,Michael Cooper,,Los Angeles Lakers,No stats available.,,,,
1981,George Johnson,,San Antonio Spurs,No stats available.,,,,
1981,Danny Roundfield,,Atlanta Hawks,No stats available.,,,,
1981,Kermit Washington,,Portland Trail Blazers,No stats available.,,,,
1980,Eddie Johnson,G,Atlanta Hawks,No stats available.,,,,
1980,David Cowens,,Boston Celtics,No stats available.,,,,
1980,Quinn Buckner,,Milwaukee Bucks,No stats available.,,,,
1980,Kermit Washington,,Portland Trail Blazers,No stats available.,,,,
1980,Scott Wedman,GF,Kansas City Kings,No stats available.,,,,
1979,Eddie Johnson,G,Atlanta Hawks,No stats available.,,,,
1979,Moses Malone,C,Houston Rockets,No stats available.,,,,
1979,Michael Carr,,Detroit Pistons,No stats available.,,,,
1979,Lionel Hollins,,Portland Trail Blazers,No stats available.,,,,
1979,Maurice Lucas,,Portland Trail Blazers,No stats available.,,,,
1978,Kareem Abdul-Jabbar,,Los Angeles Lakers,No stats available.,,,,
1978,Quinn Buckner,,Milwaukee Bucks,No stats available.,,,,
1978,E. Coleman,,Golden State Warriors,No stats available.,,,,
1978,Artis Gilmore,,Chicago Bulls,No stats available.,,,,
1978,Robert Gross,,Portland Trail Blazers,No stats available.,,,,
1978,Norman Van Lier,,Chicago Bulls,No stats available.,,,,
1977,Brian Taylor,,Kansas City Kings,No stats available.,,,,
1977,Kareem Abdul-Jabbar,,Los Angeles Lakers,No stats available.,,,,
1977,Jim Brewer,,Cleveland Cavaliers,No stats available.,,,,
1977,Don Chaney,,Los Angeles Lakers,No stats available.,,,,
1977,Jamaal Wilkes,,Golden State Warriors,No stats available.,,,,
1976,Kareem Abdul-Jabbar,,Los Angeles Lakers,No stats available.,,,,
1976,Jim Brewer,,Cleveland Cavaliers,No stats available.,,,,
1976,Jim Cleamons,G,Cleveland Cavaliers,No stats available.,,,,
1976,Donald Smith,,Golden State Warriors,No stats available.,,,,
1976,Jamaal Wilkes,,Golden State Warriors,No stats available.,,,,
1975,David Cowens,,Boston Celtics,No stats available.,,,,
1975,Elvin Hayes,,Washington Bullets,No stats available.,,,,
1975,Don Chaney,,Boston Celtics,No stats available.,,,,
1975,Robert Love,,Chicago Bulls,No stats available.,,,,
1975,Norman Van Lier,,Chicago Bulls,No stats available.,,,,
1974,Elvin Hayes,,Capital Bullets,No stats available.,,,,
1974,Nathaniel Thurmond,,Golden State Warriors,No stats available.,,,,
1974,Don Chaney,,Boston Celtics,No stats available.,,,,
1974,Robert Love,,Chicago Bulls,No stats available.,,,,
1974,James Price,,Los Angeles Lakers,No stats available.,,,,
1974,Hal Uplinger,G,Phoenix Suns,No stats available.,,,,
1973,Nathaniel Thurmond,,Golden State Warriors,No stats available.,,,,
1973,Don Chaney,,Boston Celtics,No stats available.,,,,
1973,Michael Riordan,,Baltimore Bullets,No stats available.,,,,
1973,Paul Silas,,Boston Celtics,No stats available.,,,,
1973,Norman Van Lier,,Chicago Bulls,No stats available.,,,,
1972,Nathaniel Thurmond,,Golden State Warriors,No stats available.,,,,
1972,Don Chaney,,Boston Celtics,No stats available.,,,,
1972,Robert Love,,Chicago Bulls,No stats available.,,,,
1972,Paul Silas,,Phoenix Suns,No stats available.,,,,
1972,Norman Van Lier,,Chicago Bulls,No stats available.,,,,
1971,John Havlicek,,Boston Celtics,No stats available.,,,,
1971,Kareem Abdul-Jabbar,,Milwaukee Bucks,No stats available.,,,,
1971,Paul Silas,,Phoenix Suns,No stats available.,,,,
1971,Jerry Sloan,,Chicago Bulls,No stats available.,,,,
1971,Norman Van Lier,,Chicago Bulls,No stats available.,,,,
1970,John Havlicek,,Boston Celtics,No stats available.,,,,
1970,Kareem Abdul-Jabbar,,Milwaukee Bucks,No stats available.,,,,
1970,Bill Bridges,,Atlanta Hawks,No stats available.,,,,
1970,Joe Caldwell,,Atlanta Hawks,No stats available.,,,,
1970,Jerry Sloan,,Chicago Bulls,No stats available.,,,,
1969,John Havlicek,,Boston Celtics,No stats available.,,,,
1969,Jerry West,,Los Angeles Lakers,No stats available.,,,,
1969,Bill Bridges,,Atlanta Hawks,No stats available.,,,,
1969,Rudy LaRusso,FC,San Francisco Warriors,No stats available.,,,,
1969,Thomas Sanders,,Boston Celtics,No stats available.,,,,
